"timetocompletesurvey","Pseudonym","gender","Age","Familienstand","Children","AnzahlKinder","NoInstrument","ImChoraktiv","PrivaterMusikunterricht","ConsumptionRadio","ConsumptionPhysical","ConsumptionDigital","ConsumptionFreeStreaming","ConsumptionPremiumStreaming","ConsumptionOnlineRadio","ConsumptionLive","ActiveListening","AktiveSuchenachneuerMusik","MusicAppreciation","Spending_CD_Albums","Spending_CD_Singles","Spending_Music_DVD","Spending_Vinyl","Spending_DigitaleAlbums","Spending_DigitalTracks","Spending_Stream","Spending_OtherAbos","Warumamhäufigstengekauft","datetimeofsurveystart","dateoflastaccess","panel","Bildung","Beschäftigung","IncomeRaw","No_Mainstream_7Likert","Spending_Concerts","Spending_Festivals","Spending_ClubConcerts","Spending_DeluxeBoxes","Livestream_WTP","Winter2018_19","Summer2019","Winter2019_20","Summer2020","Winter2020_21","Consumption_Live","Consumption_Rec","s_Consumption_Physical_R","s_Consumption_PremiumStream_R","s_Consumption_FreeStream_R","s_Consumption_Digital_R","s_Consumption_Radio_R","s_Consumption_OnlineRadio_R","s_Consumption_R","s_No_Consumption_R","Consumption_Total","No_Consumption","ln_Consumption_Total","ln_Consumption_Rec","ln_Consumption_Live","Outlier_Consumption","Outlier_Consumption_Panel","Spending_Physical","Spending_Digital","Spending_Streaming","Spending_Rec","Spending_Live","s_Spending_Physical_R","s_Spending_Digital_R","s_Spending_Streaming_R","Spending_Total","No_Spending","ln_Spending_Total","ln_Spending_Rec","ln_Spending_Live","s_Spending_R","s_No_Spending_R","Outlier_Spending","Outlier_Spending_Panel","Corona","Summer","Winter","PurchaseReason_Atmosphere","PurchaseReason_Flexibility","PurchaseReason_Habit","PurchaseReason_None","PurchaseReason_Mobility","PurchaseReason_Other","PurchaseReason_SoundQuality","MaritalStat_LivAlone","MaritalStat_LivAlone_Partner","MaritalStat_LivTogether_Partner","MaritalStatus","Education_HighSchool","Education_Bachelor","Education_TechnicalDiploma","Education_Elementary","Education_NoneDegree","Education_Master","Education_MiddleSchool","Education_PhD","Education","GenderOther","GenderMale","GenderFemale","Occupation_Employed","Occupation_Apprenticeship","Occupation_Household","Occupation_None","Occupation_School","Occupation_Selfemployed","Occupation_Other","Occupation_University","Occupation","MainstreamMusic","Playinstrument","MusicEducation","Income","Income_Mean","IncomeImputation","ln_Income","MusicAppreciation_Mean","MusicAppreciationImputation","Outlier_Missing","Outlier_Missing_Panel","Number_Waves"
962,3327484955600,"männlich",59,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,0,20,0,0,0,0,0,0,1,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Fachhochschulreife","Angestellte/r","mehr als 5.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,1,0,1,0,20,0,3.04452243772342,3.04452243772342,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,5250,5250,5250,8.56598335558567,2.2,2,0,0,5
590,3894458547520,"männlich",67,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,2,1,1,0,0,0,0,1,"Nein",5,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Hauptschulabschluss","ohne Beschäftigung","2.501 Euro bis 3.000 Euro",3,0,0,0,0,0,0,0,1,0,0,0,4,0.25,0,0,0.25,0.5,0,1,0,4,0,1.6094379124341,1.6094379124341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,2750,2750,2750,7.91935619066062,4.6,5,0,0,5
747,3585799355920,"weiblich",50,"allein lebend UND in einer festen Partnerschaft",1,1,1,0,0,0,0,1,0,0,0,0,1,"Ja",5,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Mittlere Reife / Realschulabschluss","ohne Beschäftigung","501 Euro bis 1.000 Euro",6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,750,750,750,6.62007320653036,4.6,5,0,0,5
-1,3669483899760,"männlich",36,"in einer festen Partnerschaft zusammenlebend",1,3,0,1,1,0,0,1,0,0,2,1,2,"Nein",4,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","mehr als 5.000 Euro",4,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0.333333333333333,0,0.666666666666667,1,0,4,0,1.6094379124341,1.38629436111989,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,4,1,2,5250,4950,5250,8.56598335558567,4.2,4,0,0,5
511,3989085075840,"männlich",41,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,1,0,0,0,6,0,0,1,"Nein",1,0,0,0,0,0,0,4,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","Sonstiges","2.501 Euro bis 3.000 Euro",2,0,0,0,0,0,0,0,1,0,0,0,7,0,0.857142857142857,0,0,0.142857142857143,0,1,0,7,0,2.07944154167984,2.07944154167984,0,0,0,0,0,4,4,0,0,0,1,4,0,1.6094379124341,1.6094379124341,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,6,0,0,2750,1750,2750,7.91935619066062,1.2,1,0,0,5
1337,3455253203760,"weiblich",60,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,0,4,2,0,0,0,16,0,1,"Nein",3,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Mittlere Reife / Realschulabschluss","Sonstiges","501 Euro bis 1.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,22,0.0909090909090909,0,0,0,0.181818181818182,0.727272727272727,1,0,22,0,3.13549421592915,3.13549421592915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,4,4,0,0,750,1050,750,6.62007320653036,2.2,3,0,0,5
1366,3728649651280,"männlich",45,"allein lebend",0,0,1,0,0,12,3,0,2,0,25,0,1,"Ja",6,0,0,0,0,0,0,0,0,"Gewohnheit","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",1,0,0,0,0,0,0,0,1,0,0,0,42,0.0714285714285714,0,0.0476190476190476,0,0.285714285714286,0.595238095238095,1,0,42,0,3.76120011569356,3.76120011569356,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,7,0,0,750,750,750,6.62007320653036,5.4,6,0,0,5
2229,3812407755440,"weiblich",59,"allein lebend",1,2,0,0,1,60,4,3,0,0,4,0,2,"Nein",5,20,10,15,0,0,0,0,0,"Atmosphäre","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.001 Euro bis 2.500 Euro",4,30,55,12,0,0,0,0,1,0,0,0,71,0.0563380281690141,0,0,0.0422535211267606,0.845070422535211,0.0563380281690141,1,0,71,0,4.27666611901606,4.27666611901606,0,0,0,45,0,0,45,97,1,0,0,142,0,4.96284463025991,3.8286413964891,4.58496747867057,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,4,1,2,2250,1750,2250,7.71868549519847,6,5,0,0,5
1179,3568268955600,"weiblich",56,"allein lebend",0,0,1,0,0,1,1,1,0,0,0,0,2,"Nein",3,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Hauptschulabschluss","ohne Beschäftigung","501 Euro bis 1.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,3,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0,1,0,3,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,750,750,750,6.62007320653036,3.2,3,0,0,5
1386,3268673899920,"weiblich",65,"allein lebend",1,1,1,0,1,10,0,0,0,0,9,0,4,"Nein",6,0,0,30,30,0,0,0,0,"Atmosphäre","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.001 Euro bis 1.500 Euro",6,45,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0.526315789473684,0.473684210526316,1,0,19,0,2.99573227355399,2.99573227355399,0,0,0,60,0,0,60,45,1,0,0,105,0,4.66343909411207,4.11087386417331,3.8286413964891,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,2,0,1,1250,1050,1250,7.13089883029635,6.8,6,0,0,5
1386,3693766699520,"männlich",64,"in einer festen Partnerschaft zusammenlebend",0,0,0,0,0,7,0,2,0,2,0,3,2,"Nein",6,14,0,0,0,0,0,9,0,"Gewohnheit","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","mehr als 5.000 Euro",5,60,0,0,0,0,0,0,1,0,0,3,11,0,0.181818181818182,0,0.181818181818182,0.636363636363636,0,1,0,14,0,2.70805020110221,2.484906649788,1.38629436111989,0,0,14,0,9,23,60,0.608695652173913,0,0.391304347826087,83,0,4.43081679884331,3.17805383034795,4.11087386417331,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,1,1,5250,4050,5250,8.56598335558567,5.8,6,0,0,5
1094,3419680195760,"weiblich",40,"allein lebend",1,2,1,0,0,9,0,0,0,0,3,0,1,"Nein",1,0,0,0,0,0,0,150,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.501 Euro bis 2.000 Euro",1,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0.75,0.25,1,0,12,0,2.56494935746154,2.56494935746154,0,0,0,0,0,150,150,0,0,0,1,150,0,5.01727983681492,5.01727983681492,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,3,7,0,0,1750,1950,1750,7.46737106691756,2.6,1,0,0,5
779,3420972955360,"männlich",66,"allein lebend",0,0,1,0,0,0,4,2,0,0,0,0,7,"Nein",6,15,0,0,0,0,0,0,0,"Flexibilität","","",4,"Abitur","Sonstiges","1.501 Euro bis 2.000 Euro",6,0,0,0,0,0,0,0,1,0,0,0,6,0.666666666666667,0,0,0.333333333333333,0,0,1,0,6,0,1.94591014905531,1.94591014905531,0,0,0,15,0,0,15,0,1,0,0,15,0,2.77258872223978,2.77258872223978,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,0,0,1750,1550,1750,7.46737106691756,6,6,0,0,5
936,3260506619760,"männlich",42,"in einer festen Partnerschaft zusammenlebend",1,4,1,0,0,12,6,4,0,0,0,0,3,"Ja",6,40,0,0,0,0,0,0,0,"Gewohnheit","","",4,"Mittlere Reife / Realschulabschluss","Sonstiges","2.501 Euro bis 3.000 Euro",6,0,0,0,0,0,0,0,1,0,0,0,22,0.272727272727273,0,0,0.181818181818182,0.545454545454545,0,1,0,22,0,3.13549421592915,3.13549421592915,0,0,0,40,0,0,40,0,1,0,0,40,0,3.71357206670431,3.71357206670431,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,4,2,0,0,2750,2650,2750,7.91935619066062,6,6,0,0,5
1551,3270659963920,"männlich",51,"allein lebend",0,0,1,0,0,0,0,2,0,30,0,0,2,"Nein",3,0,0,0,0,0,0,10,0,"Gewohnheit","","",4,"Fachhochschulreife","Sonstiges","1.001 Euro bis 1.500 Euro",3,0,0,0,0,0,0,0,1,0,0,0,32,0,0.9375,0,0.0625,0,0,1,0,32,0,3.49650756146648,3.49650756146648,0,0,0,0,0,10,10,0,0,0,1,10,0,2.39789527279837,2.39789527279837,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,5,0,0,1250,1150,1250,7.13089883029635,3.8,3,0,0,5
1088,3741676251520,"männlich",39,"allein lebend",0,0,1,0,0,0,0,14,0,0,0,0,2,"Ja",6,0,0,0,0,35,20,8,0,"Gewohnheit","","",4,"Hauptschulabschluss","ohne Beschäftigung","501 Euro bis 1.000 Euro",5,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,1,0,0,1,0,14,0,2.70805020110221,2.70805020110221,0,0,0,0,55,8,63,0,0,0.873015873015873,0.126984126984127,63,0,4.15888308335967,4.15888308335967,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,750,750,750,6.62007320653036,5.4,6,0,0,5
710,3731752371280,"weiblich",68,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,28,0,0,0,0,0,0,5,"Nein",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","ohne Beschäftigung","1.501 Euro bis 2.000 Euro",3,0,0,0,0,0,0,0,1,0,0,0,28,0,0,0,0,1,0,1,0,28,0,3.36729582998647,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,1750,1850,1750,7.46737106691756,2.6,2,0,0,5
1032,3452960115920,"männlich",43,"allein lebend UND in einer festen Partnerschaft",0,0,1,0,0,1,1,5,0,0,0,0,2,"Ja",3,0,0,0,0,0,0,0,0,"Soundqualität","","",4,"Fachhochschulreife","Angestellte/r","2.501 Euro bis 3.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,7,0.142857142857143,0,0,0.714285714285714,0.142857142857143,0,1,0,7,0,2.07944154167984,2.07944154167984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,2750,3250,2750,7.91935619066062,3.2,3,0,0,5
973,4020591427920,"männlich",58,"in einer festen Partnerschaft zusammenlebend",0,0,0,1,1,3,2,2,0,1,0,0,4,"Nein",6,0,0,0,0,15,0,69,0,"Mobilität","","",4,"Abitur","Angestellte/r","2.501 Euro bis 3.000 Euro",3,35,0,0,0,0,0,0,1,0,0,0,8,0.25,0.125,0,0.25,0.375,0,1,0,8,0,2.19722457733622,2.19722457733622,0,0,0,0,15,69,84,35,0,0.178571428571429,0.821428571428571,119,0,4.78749174278205,4.44265125649032,3.58351893845611,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,5,1,2,2750,3250,2750,7.91935619066062,5.8,6,0,0,5
1115,3777227435440,"männlich",68,"allein lebend",0,0,1,0,0,2,0,0,2,0,6,0,2,"Nein",2,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Mittlere Reife / Realschulabschluss","Hausmann / Hausfrau","2.001 Euro bis 2.500 Euro",4,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0.2,0,0.2,0.6,1,0,10,0,2.39789527279837,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,2250,2250,2250,7.71868549519847,2,2,0,0,5
1091,3270079819920,"männlich",37,"in einer festen Partnerschaft zusammenlebend",1,1,0,0,1,1,0,0,0,0,0,0,4,"Ja",7,0,0,0,0,0,0,0,0,"Gewohnheit","","",4,"Bachelor","Angestellte/r","3.001 Euro bis 3.500 Euro",4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0.693147180559945,0.693147180559945,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,4,1,2,3250,3150,3250,8.08641027532378,4.4,7,0,0,5
913,3906948587280,"männlich",48,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,3,0,1,1,0,0,0,1,"Nein",3,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","1.501 Euro bis 2.000 Euro",5,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0.2,0.2,0.6,0,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,1750,1750,1750,7.46737106691756,3.6,3,0,0,5
666,3615995923840,"weiblich",62,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,1,0,1,0,0,0,0,1,"Nein",5,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","Hausmann / Hausfrau","3.501 Euro bis 4.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.5,0.5,0,1,0,2,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,3750,3350,3750,8.22951111896446,2.8,5,0,0,5
1207,3663383491680,"weiblich",61,"allein lebend UND in einer festen Partnerschaft",0,0,1,0,0,5,0,0,1,0,0,0,1,"Ja",4,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Hauptschulabschluss","Selbständige/r","501 Euro bis 1.000 Euro",3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0.166666666666667,0,0.833333333333333,0,1,0,6,0,1.94591014905531,1.94591014905531,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,5,0,0,750,750,750,6.62007320653036,3.4,4,0,0,5
791,3617253171840,"weiblich",31,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,1,21,7,3,0,7,0,0,1,"Nein",5,0,0,0,0,0,0,10,0,"Soundqualität","","",4,"Abitur","Hausmann / Hausfrau","2.501 Euro bis 3.000 Euro",2,0,0,0,0,0,0,0,1,0,0,0,38,0.184210526315789,0.184210526315789,0,0.0789473684210526,0.552631578947368,0,1,0,38,0,3.66356164612965,3.66356164612965,0,0,0,0,0,10,10,0,0,0,1,10,0,2.39789527279837,2.39789527279837,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,6,0,1,2750,2750,2750,7.91935619066062,5.4,5,0,0,5
1916,3616238259200,"männlich",63,"in einer festen Partnerschaft zusammenlebend",1,3,1,0,0,2,0,0,0,0,0,0,7,"Nein",6,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","2.501 Euro bis 3.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,2,0,1.09861228866811,1.09861228866811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,2750,2350,2750,7.91935619066062,4.4,6,0,0,5
935,3350436987440,"männlich",33,"in einer festen Partnerschaft zusammenlebend",0,0,0,0,1,1,0,2,0,0,7,0,5,"Ja",5,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","4.501 Euro bis 5.000 Euro",5,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0.2,0.1,0.7,1,0,10,0,2.39789527279837,2.39789527279837,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,3,1,2,4750,4650,4750,8.46589989702869,5,5,0,0,5
821,3729318675280,"männlich",52,"allein lebend UND in einer festen Partnerschaft",1,1,1,0,0,40,5,1,0,0,0,0,2,"Ja",4,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Fachhochschulreife","Angestellte/r","1.501 Euro bis 2.000 Euro",5,0,0,0,0,0,0,0,1,0,0,0,46,0.108695652173913,0,0,0.0217391304347826,0.869565217391304,0,1,0,46,0,3.85014760171006,3.85014760171006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,1750,1750,1750,7.46737106691756,5.2,4,0,0,5
1245,3293998219760,"männlich",42,"allein lebend",1,1,1,0,0,2,0,0,1,0,0,0,2,"Nein",4,0,0,0,0,0,0,0,0,"Gewohnheit","","",4,"Mittlere Reife / Realschulabschluss","Angestellte/r","501 Euro bis 1.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0.333333333333333,0,0.666666666666667,0,1,0,3,0,1.38629436111989,1.38629436111989,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,750,650,750,6.62007320653036,4.6,4,0,0,5
807,3531779643280,"männlich",59,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,10,6,6,6,0,0,0,2,"Nein",5,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Abitur","Angestellte/r","2.001 Euro bis 2.500 Euro",6,0,0,0,0,0,0,0,1,0,0,0,28,0.214285714285714,0,0.214285714285714,0.214285714285714,0.357142857142857,0,1,0,28,0,3.36729582998647,3.36729582998647,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2250,2550,2250,7.71868549519847,5,5,0,0,5
774,3970210155440,"männlich",55,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,5,0,1,0,1,5,0,1,"Ja",7,0,0,0,0,0,0,16,0,"Atmosphäre","","",4,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","mehr als 5.000 Euro",4,110,0,0,0,0,0,0,1,0,0,0,12,0,0.0833333333333333,0,0.0833333333333333,0.416666666666667,0.416666666666667,1,0,12,0,2.56494935746154,2.56494935746154,0,0,0,0,0,16,16,110,0,0,1,126,0,4.84418708645859,2.83321334405622,4.70953020131233,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,3,4,0,0,5250,5250,5250,8.56598335558567,6.2,7,0,0,5
673,3893334595280,"weiblich",38,"in einer festen Partnerschaft zusammenlebend",1,2,1,0,0,60,0,5,0,5,4,0,1,"Nein",2,0,0,0,0,5,0,0,0,"Gewohnheit","","",4,"Abitur","Angestellte/r","4.501 Euro bis 5.000 Euro",3,0,0,0,0,0,0,0,1,0,0,0,74,0,0.0675675675675676,0,0.0675675675675676,0.810810810810811,0.0540540540540541,1,0,74,0,4.31748811353631,4.31748811353631,0,0,0,0,5,0,5,0,0,1,0,5,0,1.79175946922805,1.79175946922805,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,5,0,0,4750,2550,4750,8.46589989702869,2.8,2,0,0,5
622,3568748075360,"männlich",44,"in einer festen Partnerschaft zusammenlebend",1,1,1,0,1,5,0,0,0,0,0,0,2,"Nein",2,0,0,0,0,0,0,0,0,"Gewohnheit","","",4,"Mittlere Reife / Realschulabschluss","Selbständige/r","3.501 Euro bis 4.000 Euro",2,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,1,0,5,0,1.79175946922805,1.79175946922805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,6,0,1,3750,3850,3750,8.22951111896446,2.2,2,0,0,5
1021,3888524587440,"weiblich",21,"allein lebend",0,0,1,0,0,14,0,0,0,0,0,0,2,"Ja",2,0,0,0,0,0,0,0,0,"ich kaufe keine Musik","","",4,"Abitur","Sonstiges","3.001 Euro bis 3.500 Euro",3,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,1,0,1,0,14,0,2.70805020110221,2.70805020110221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,4,5,0,0,3250,2750,3250,8.08641027532378,2,2,0,0,5
460,3667858195680,"weiblich",42,"in einer festen Partnerschaft zusammenlebend",0,0,1,0,0,2,6,0,0,0,0,0,4,"Nein",6,0,0,0,0,0,0,0,0,"Sonstiges","","",4,"Master / Diplom / Magister / Staatsexamen","Angestellte/r","mehr als 5.000 Euro",4,0,0,0,0,0,0,0,1,0,0,0,8,0.75,0,0,0,0.25,0,1,0,8,0,2.19722457733622,2.19722457733622,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,3,4,0,0,5250,5250,5250,8.56598335558567,5.8,6,0,0,5
